time,Velocity_1,Velocity_2,Velocity_3,Velocity_4,Velocity_5,Velocity_6,Velocity_7,Velocity_8,Velocity_9,Velocity_10,Velocity_11,Velocity_12,Velocity_13,Velocity_14,Velocity_15,Velocity_16,Velocity_17,Velocity_18,Velocity_19,Velocity_20,Velocity_21,Velocity_22,Velocity_23,Velocity_24,Velocity_25
3.81E+00,7.697004902,3.211025813,11.73337988,8.974850352,7.52,6.873333601,0.636195875,7.746192799,7.070922937,6.03418758,9.994351293,3.92767436,8.71,7.49,10.1967498,5.19509818,10.99172275,7.71,9.736372821,6.95,9.64,10.2,5.36,7.86,8.72
3.82E+00,8.25,2.39,11.95658135,9.775028172,7.38,7.218733927,0.644577454,7.39425814,6.45,6.27,10.3,3.508328667,7.611070273,7.4,10.2,6.195717273,10.3,8.126642998,8.95,7.852710626,9.77181224,9.84,5.33,8.82,9.232092499
3.83E+00,8.464892793,1.461135118,10.40063246,8.73,8.026533318,7.194874734,1.523991053,7.897570329,6.22,6.32,9.844413881,2.63,8.48,7.31,10.1,5.37,10.76110725,7.59,8.84,7.268507455,8.832677551,9.898415204,6.118596179,7.547192483,9.658918094
3.84E+00,8.247776668,1.856874012,12.01967655,9.454474389,7.497093591,8.036422487,1.58,7.58,5.415406502,6.687499353,9.100035458,3.428817256,8.738961103,7.22,9.94,5.69,9.829941126,7.697744023,8.72,8.29370466,9.87,9.405695449,5.45,8.890334078,8.348877302
3.85E+00,7.043279031,0.720433178,11.57179225,7.869814403,7.289680113,7.000001347,1.66885612,7.47,6,6.25,10.5,1.782309077,9.156198366,6.884279351,9.76,5.660842481,9.99,7.020065942,9.015418225,9.08,9.236740973,9.6,5.41,8.612024792,9.134366205
3.86E+00,6.648727101,0.222550093,10.8,8.778018313,7.792367274,5.990362889,2.651437379,7.3068739,4.96486764,6.178636087,10.10292261,3.186130453,8.519706374,7.79,9.62,4.900734522,9.88,6.511250373,8.179688377,10.02031684,10.1,8.196097629,5.37,7.85,3.375860009
3.87E+00,7.99362325,-0.346554429,10.99571584,8.945326819,6.86,6.43,1.729967527,7.826502569,5.67,6.26,9.608645666,1.654470849,7.063880962,6.794090145,9.5,5.19,9.242607417,7.381841061,8.36,9.168770486,10.86142063,12.3098721,4.764539062,7.088634381,5.099550014
3.88E+00,7.3,-0.524761392,10.5,7.709475118,6.426664386,7.142747307,2.693708758,7.657267957,5.6,6.18,9.582314429,3.34978028,7.94,6.66485995,9.81338138,5.01,9.51,6.897192408,8.289927863,8.97,9.809713784,12.1,5.3,7.73,3.939441445
3.89E+00,8.084508757,0.948,9.906110171,8.33,6.090920594,6.32,2.472028964,6.344963329,6.346021837,5.9,10.93873251,1.56345404,7.83,7.704036596,9.697726307,4.14079126,9.59,6.89,9.062930517,8.823358733,9.572748182,9.998465181,7.263716009,7.504288407,4.23
3.90E+00,6.612754578,-0.26627992,10.2,8.298852751,6.92,5.634244811,3.071810523,7.857062793,5.5,5.64,10.97360196,1.930740489,7.637330013,7.943681734,9.818485876,4.83,9.494862994,6.360753198,8.032896965,9.776741542,9.68,9.88770832,7.466146102,7.92,4.270328689
3.91E+00,7.03,-0.325946785,10.1,7.672800771,8.82,5.599746366,3.34,6.250177847,5.44,4.942466347,9.85,2.5,7.64,7.28,8.918730539,4.038441365,8.943054675,6.68,7.92,10.19682731,7.65,11.25600334,6.45,7.78,4.676243863
3.92E+00,7.349040194,1.177558112,9.019829037,8.531249807,8.385245105,4.767785202,4.502445173,7.714131692,5.39,3.740037343,10.17831147,2.53,8.218516214,7.759129241,8.9,3.688797898,7.765134702,8.345140451,7.347472077,9.96,7.320383259,10.4689224,6.38,7.27,4.23
3.93E+00,7.25,0.775,9.474584908,7.778778953,9.5,5.52,2.748663814,6.614892878,5.085205199,3.136749443,10.13111713,3.296457051,7.45,7.11,8.51332783,3.110116147,7.37,7.64,8.291276124,9.69,7.527794084,10.89791848,6.92540067,7.19590386,4.634320801
3.94E+00,7.595018646,0.130890017,8.791141601,7.605119818,9.110515588,4.93,2.747899263,6.64,4.901038917,4.19,8.958754734,2.3,7.595163675,7.208504325,8.068407035,3.66,5.984588671,6.537464972,7.61,8.916861211,10.6,10.83653918,6.684115524,6.57,4.24
3.95E+00,5.88226369,0.841,9.447642163,7.89011845,9.173345085,5.655974848,4.080572971,5.641143319,4.54,4.013566146,8.659335473,2.335566314,7.27,7.31,8.605262736,3.58,7.135752789,7.416978263,7.205132509,7.510990074,10.87508265,10.46491065,5.371279996,6.5,3.60401986
3.96E+00,6.330389611,0.087918823,9.294107368,7.4,10.74116214,5.63373689,4.255264262,6.828269131,4.52,4.861948868,8.807686787,2.134454654,7.17,7.871202524,8.42,3.203630727,6.136204281,7.383915063,7.41,5.993626505,9.62,8.935261652,6.12,5.956511487,4.295015256
3.97E+00,6.3,1.659638353,9.3,7.282530063,9.506307813,4.140302947,3.8,5.82888675,4.47,4.85,8.566011969,2.02,6.880312816,8.045974398,7.770718725,3.81,5.607235976,7.87,7.31,6.477594591,9.61,9.01360794,5.786143807,6.928422911,3.658202717
3.98E+00,6.21,0.997,9.399312412,6.428610558,10.23401842,4.762147913,4.508059307,6.450479663,4.088282628,5.17581681,9.274787755,2.12,6.207427722,7.23,8.803464131,3.342091814,6.408194908,8.577448541,7.707228754,7.589101689,10.09742613,7.791522122,6.596659479,6.706170827,4.272816566
3.99E+00,6.13,0.322954801,8.636601074,7.08,9.3,5.13,5.183603342,6.35,4.212921031,4.382440554,9.311510203,2.623486638,7.333932635,7.15,8.08,3.52738861,5.99,8.176128688,7.13,8.14,9.962083868,8.54692171,5.272707543,6.278462734,4.29
4.00E+00,5.714949629,1.420723925,8.091180068,6.9626345,8.689865626,4.891981644,6.460194077,6.47170512,3.89155744,4.89,8.489085961,2.282679806,6.783757856,7.07,7.157835734,4.533350485,6.580048273,8.103334971,6.527828775,7.74034523,9.725841912,7.268467581,5.928852173,6.955174887,3.500402527
4.01E+00,5.96,1.19,8.83,7.479321079,9.05,6.108363268,8.202248036,5.411035992,3.776052808,5.821012818,9.634307584,2.08,6.72,6.482338171,7.87,3.188400287,4.845880574,7.42,6.281428132,6.81,8.85,7.86,6.332290065,6.11,4.32
4.02E+00,5.764151932,2.140833046,8.72,6.78,8.85677701,4.388830763,9.439799229,5.770567852,4.559432624,5.32,7.703182091,1.19680964,6.796731329,5.980974212,7.77,4.603674988,5.350229139,7.31,7.159788389,5.899709435,9.231304754,7.634428684,5.79,5.377090615,4.33
4.03E+00,5.79,1.27,8.61,7.319948207,8.81,4.768121719,9.780079658,5.103682871,4.349895951,5.43,8.181106753,1.652427198,6.55,5.954607804,7.66,3.572227646,5.972569617,7.463436972,7.281528346,6.689101177,9.255809266,8.697227552,5.855392968,6.400241513,5.058276944
4.04E+00,5.7,0.945547189,8.835988383,6.58,8.265313495,4.288146762,7.940689115,5.95,4.474792546,5.52,8.025715375,3.436369692,6.47,6.233714666,7.384934118,3.769065793,6.209605073,7.607464483,5.698966142,5.465571529,8.563846839,7.071994309,5.465566751,5.099495698,4.793718914
4.05E+00,5.62,1.818247667,7.625934705,6.86688046,8.59,4.265852396,6.070752777,5.025244067,4.545310017,5.123436787,7.664377869,3.69,6.668897729,6.7,7.47,3.96,5.64,7,6.61,5.77,7.94977635,6.75925785,6.003688044,5.723784469,5.318403223
4.06E+00,5.994134768,0.926148967,8.29,6.953835733,8.47,4.6,6.320781628,6.413639089,3.7,5.32,8.135648225,3.356977894,6.29,6.754113153,6.690112219,3.833089007,4.853777511,6.201351285,7.462862393,5.808707444,8.264769884,7.611670372,5.246640309,5.85,4.32
4.07E+00,5.078887634,1.594160281,8.19,7.252780492,8.36,4.52,7.53428013,5.94,3.61,4.910119539,7.25404727,3.3367161,6.202180528,6.56,7.28,4.430903686,4.843419784,6.505918594,6.44,5.357479531,8.32,8.275845024,5.58,5.17788501,3.50289144
4.08E+00,5.38,2.084006597,8.157847344,6.24,7.578418437,3.659494,6.935756814,6.618251749,3.88603171,5.31,7.118033887,3.46838056,5.566545527,6.570323602,7.19,3.11371006,4.849882229,6.71,6.165183777,5.28,8.23,7.62,5.54,5.811942416,4.32
4.09E+00,5.29,2.583484486,7.356052774,5.823071795,7.536341362,4.407996266,6.70743716,5.81,4.556003224,5.29,8.69166927,3.1,6.655396919,6.83368855,6.101567112,4.506361509,5.369124348,5.894388205,5.430591348,5.16,8.12,8.347151967,4.83,6.507713325,4.33
4.10E+00,4.268337344,1.296511685,7.9,5.619768699,7.945364954,3.089329989,4.990387966,5.74,5.381101629,4.318565142,6.98934018,3.970570267,8.83760568,5.780555338,7.083525106,3.91,5.724829605,7.421066078,6.2,5.042676092,7.361754581,8.341029982,6.236934326,5.794330566,4.31
4.11E+00,5.14,1.265001842,7.051901958,5.96,7.111941475,4.06,5.632954295,5.68,5.33,5.27,7.64,4.078394872,8.26,6.903792728,6.311135332,4.355276664,5.919580732,5.738731879,6.12,5.650673817,7.63605902,8.00486019,5.841446242,6.08896167,3.627589197
4.12E+00,4.354851811,1.78,7.71,5.86,7.18,4.412053548,5.55,5.4390993,4.017796969,5.2,7.55,3.12,8.15,6.949988303,6.85,3.88,4.177888787,6.305183101,6.604522302,5.05,7.78,7.26,5.964998896,6.227116544,3.331922596
4.13E+00,4.09425692,1.419253811,7.62,5.77,7.841946477,3.25880595,5.978099736,5.330612644,4.958046188,4.245035267,7.686819935,3.449225632,7.623953289,7.188090497,7.330943078,3.966840553,4.106494709,5.451858831,5.644929563,5.660285685,6.763831954,6.834416288,5.08,6.203648799,4.21
4.14E+00,5.431850072,1.039082771,6.629304128,5.67,7.01,3.610226094,5.05541902,5.87,4.33,5.110784023,7.38,3.59,7.016927607,5.281487828,7.503466873,3.849931448,5.485136286,5.542897222,6.495643372,4.780803904,6.26,6.779012195,4.97,4.803098207,4.271905712
4.15E+00,4.6125322,4.407429711,8.327786998,5.58,7.245625267,2.763288105,5.903342322,6.16,4.322292542,5.353271075,7.3,3.95,6.8611252,6.11,6.116678387,3.91,4.76,6.11,5.81,5.56,6.141435888,5.443304607,4.85,5.51,4.16
4.16E+00,4.065747939,6.709516444,7.37,4.818265127,6.84,2.91,5.175559924,5.855617879,3.250084933,5.644117968,7.294799755,4.294340596,7.75,6.986297945,5.610647433,3.96,3.788719559,6.847524559,6.349945298,5.419006363,5.1,5.731666885,3.915556797,4.759096525,3.171945328
4.17E+00,3.964945967,6.509965667,6.582451448,5.86666782,6.76,2.555860435,5.45,5.799908042,2.655224399,5.556814614,6.447327527,4.13,7.66,6.01,6.48,4.091572206,4.055178372,5.119208352,5.65,4.649417033,4.99,5.43,5.024092928,6.331337358,4.12
4.18E+00,4.65,7.014264527,7.21,6.48042264,7.262487592,2.905914459,5.38,5.71,3.577533769,4.773108796,6.568607028,4.303838555,7.56,5.97,7.217203294,4.5,4.213768901,5.855106091,5.779210112,5.772395403,4.389523243,5.35,4.423977256,4.585503194,4.1
4.19E+00,5.067635918,6.58,7.774402331,5.784403494,6.61,2.805846676,5.590133113,6.308148384,3.55,3.88214782,7.096316802,3.979014755,6.832369603,5.93,6.356635264,2.735897514,3.866111302,5.82,5.51,4.756599059,5.03,4.01,3.923252005,6.100606157,4.284835479
4.20E+00,4.51,6.790830626,7.858162946,5.499206126,6.061694295,2.67,4.714683618,5.855483183,3.577118337,4.48,6.92,4.112644365,7.38,5.072397489,6.28,3.216928812,3.848810981,4.78837588,5.44,4.435159951,5.575404522,3.92,4.46178658,6.238185957,4.07
4.21E+00,4.512582576,7.575295824,7.560544136,5.27,6.080681681,3.01,4.510970757,5.5,3.45,4.73566568,6.974273429,2.940320044,7.537518836,5.63,5.766047891,2.964849317,4.695921494,5.68,5.450028631,5.391179794,4.308878888,4.313455761,4.311934142,5.919215574,4.71764065
4.22E+00,3.972328297,6.771308828,6.92,5.2,6.35,3.32,4.807308522,5.469188712,3.39,5.288248885,6.418534683,3.569537287,7.14865319,5.546012918,5.862743952,2.866495791,4.27,5.590063245,5.31,4.301259911,5.161515079,3.78,4.12,5.731573341,4.05
4.23E+00,4.953082024,5.620054277,6.85,5.12,6.513085147,2.992988257,4.903802836,6.214632817,3.262880582,3.607121984,7.158231829,3.35,6.933428128,6.018228913,5.377432363,3.753077927,4.21,6.197763204,5.317846852,5.721966504,4.76,3.69,4.02,5.25,3.327191492
4.24E+00,4.24,6.55,7.558270094,5.266400565,5.323606607,4.50969359,4.97,5.3,3.35843578,4.3,6.508754733,3.5,6.288094925,6.037134918,6.03,3.71,4.14,6.254582918,5.19,4.90787838,3.755227714,3.917881157,3.93,4.336718606,3.898732301
4.25E+00,4.18,6.53,7.668396139,4.99,6.08,3.929777371,5.277658508,5.069223381,2.342380149,4.26,7.466475109,2.613958235,6.959022691,5.41,5.689630911,4.12667306,4.564229596,5.45,5.624614734,4.050990106,5.257552849,4.279363505,2.956275049,5.651799283,3.220838274
4.26E+00,3.301993601,5.667626843,5.968413733,5.165753919,6,4.125540378,4.449792111,5.18,3.807148633,4.22,6.54,3.35,6.89,5.32,5.736853704,4.24,4.01,5.140022718,4.949234893,4.726534034,4.935895518,3.48,4.240889862,4.95,4.866230164
4.27E+00,4.090742599,5.639126345,6.978206287,4.699881079,6.832890815,3.419749099,4.010314631,5.622020278,2.698137048,4.945722726,6.644698943,3.14,6.82,4.770739991,5.630148168,4.247490826,4.597137436,6.124983285,5.03,4.77,5.168612218,3.41,5.218500706,3.919959376,3.427624575
4.28E+00,3.897294627,5.610463283,7.175625841,4.8,5.83,2.991919425,4.78,4.853546102,2.628405544,4.15,7.116508227,3.11,6.75,5.447084271,5.15203604,3.88,4.394647214,5.29,4.98,5.030628747,4.090940293,3.34,4.38,3.879412106,4.04
4.29E+00,3.94,6.258242782,5.816629924,5.694732572,5.76,3.65,4.16133474,5.185546738,3.33,3.320460352,6.37,3.16,6.652435742,5.645035211,5.73,3.76,3.18811649,5.25,4.460208574,5.388294662,4.806148906,2.607765057,4.274055166,4.19737558,4.05
4.30E+00,4.17,6.281562897,6.446980413,4.208865195,4.695697081,2.684505886,3.744659567,4.96,3.28,4.09,6.32,2.705692138,6.61,5.85217269,5.67,2.711190919,4.697160175,5.311868553,4.505673843,4.822339392,4.682962114,3.21,4.26474569,4.58,3.340346286
4.31E+00,4.02,5.841654496,6.573821323,4.55,4.905110976,2.747086464,4.76929705,4.91,3.549780261,4.02,6.27,2.533627645,5.615263581,4.9,5.653395616,3.65,3.91,5.16,5.469919084,4.74,3.921713934,3.16,4.1139098,5.249135957,3.857335303
4.32E+00,4.237018609,7.011708522,6.999601173,4.825337955,5.54,3.398675254,3.648679785,5.782351653,3.026086309,4.954057998,6.43399067,4.072918685,6.48,4.533838642,6.025848434,3.61,4.223705939,5.114300937,4.81,5.220657754,4.48,2.941849515,4.3,3.614453393,3.909360596
4.33E+00,3.92,7.173586666,6.182847928,4.020453554,5.47,3.23,4.381474518,5.015569492,3.688187498,4.24,6.18,3.659487323,5.656146801,3.914303322,5.54,3.58,3.77,5.278840351,4.77,4.579451032,4.38,2.102275925,4.3,3.551050597,3.97
4.34E+00,3.630104255,6.37,7.215263342,5.124954116,5.945404871,3.913520621,4.304473363,4.513992692,2.403840347,4.27,6.14,2.349064054,5.79236641,3.880924164,5.49,2.88877904,3.394557107,4.978467938,4.924249767,3.191132148,4.34,3,4.108428839,4.810958423,4.315529129
4.35E+00,4.071606624,6.36,6.796609692,3.841388748,5.632435105,3.850895924,4.19,4.261199658,3.068263395,4.21,6.1,3.531642403,6.31,4.6,6.363216212,2.76361324,3.11,5.415336544,4.442307433,4.622035558,4.27,3.38787944,4.29,4.18,3.92
4.36E+00,2.960522082,4.887028799,7.049028079,4.684364663,5.151882978,3.972465308,4.12,4.74,1.988874247,4.18,5.352737439,2.775161987,6.299773368,3.910996384,5.37,3.56,3.234162229,4.594067009,5.485828683,5.093428951,4.21,2.92,4.29,3.617420436,6.03
4.37E+00,4.455588395,5.79,6.12,4.877788422,5.214539239,3.24,4.05,4.566666236,2.854087046,4.43304572,5.555447431,3.793093407,5.720377033,3.649629887,5.295089193,3.61,4.167042906,5.155515031,3.932156096,4.510327752,4.070217553,1.983599675,4.29,4.707838766,6.14
4.38E+00,3.434287891,4.975541003,5.588711796,4.25,5.17,3.48,4.819745254,4.895655903,2.540642215,4.267260496,5.625040005,3.32,6.15,3.82084089,4.839782354,3.232894847,3.25,5.318423969,5.496077804,3.628996314,4.09,2.83,4.29,4.882068015,5.253066897
4.39E+00,2.887479911,6.222643484,5.82,4.588230998,5.995307299,4.32029329,3.91,3.7650033,3.479708787,3.759918473,5.148609569,3.43,5.384906634,3.724763751,5.22,3.81,3.2,3.694601663,5.372990995,4.868748306,4.820898901,3.66498318,2.481153204,3.91,5.660031007
4.40E+00,3.482649387,5.475282608,6.372240465,4.698226484,5.06,3.572789391,3.88,3.962067919,2.765148778,4.02,5.92,3.62,6.05,4.196444912,5.662780402,4.596978601,2.485997701,5.144204855,4.706997303,4.456393782,4.155195899,1.709769861,4.682471107,4.290936286,3.841750034
4.41E+00,2.972116444,5.856780094,5.85,3.717310517,4.93,3.89,3.998542074,4.549192765,3.162940291,3.97,5.89,3.610518297,6.01,4.24,5.11,3.112048738,2.115928425,4.38,3.949012009,3.583875354,4.864638961,3.678337435,4.470801689,3.620686624,4.882492657
4.42E+00,3.38,3.78,5.331355502,4.241395858,4.486989664,2.907111541,3.78,4.762382672,2.65,4.421883093,5.322778417,3.98,5.148575604,3.384740628,5.774392577,3.93,3.115272779,4.36,5.24,3.99912871,4.781025926,4.184316915,3.65,4.320148682,4.06
4.43E+00,2.344357022,3.620808166,5.68,4.677085988,4.72,3.858110585,4.680025222,5.161081598,2.6,3.66,6.725737465,3.635241977,6.122252036,4.42133412,4.954442747,3.097565027,3.02,3.96513001,5.839803697,2.971973609,3.479480603,3.93,4.435309625,3.68,3.71
4.44E+00,3.28,3.05,5.661412855,5.112865776,4.68,3.82,3.67,5.358238446,3.51,4.01,6.583454647,3.09353338,6.784875483,3.869480233,5.600480198,3.743214794,2.97,3.892211121,4.64237658,4.297562172,3.73,3.85,2.805464172,3.63,3.76
4.45E+00,2.953109784,2.173807057,5.52,5.097521537,5.217669495,2.989743333,3.63,3.905832867,3.83,4.1337485,5.77,3.7,5.85,4.06,4.89,4.434267431,2.93,4.3,4.633488211,2.54,4.340779477,4.461081521,3.28281883,3.59,2.74393799
4.46E+00,3.60629767,2.703365819,5.45,4.14,5.051211982,3.225356218,3.58,5.463972774,3.85,4.216774155,5.64,3.62,5.075746184,3.75171982,4.852585512,3.579667682,3.530586402,4.28,5.505250815,2.040114729,4.17,3.896812411,3.3,3.774880399,3.58
4.47E+00,3.67672283,2.792872785,4.921477134,4.362568134,5.294075405,3.55,3.54,4.77,3.058375804,3.52,6.363559238,3.938592787,5.49,3.98,4.74,3.69,2.77,4.27,5.197380915,1.93,5.296028837,3.554217487,2.59,3.889363919,3.05209589
4.48E+00,3.300521828,3.476443988,4.315565316,4.929867635,4.868735346,3.4,3.318382845,5.908096358,4.989983052,4.284988336,5.553691597,4.33680926,5.033479858,4.656369239,4.066045352,3.163934749,3.172658271,4.702347002,4.91,1.81,3.479043173,3.48,3.219477055,4.309113786,3.5
4.49E+00,3.08,2.88,4.947303376,4.885090315,4.113412365,3.923737187,3.47,4.354513818,5.084287253,3.350368896,5.975734775,4.04,5.52,4.064507016,3.848322682,3.53,2.881613383,3.93779715,4.87,1.806194215,4.468572607,4.381321809,3.373011147,3.711604044,3.614162478
4.50E+00,2.231775672,3.031026042,4.636705542,3.758157468,4.943368403,3.05,4.273804352,5.13198161,4.036424246,4.150470729,5.411787358,3.878404467,5.988271482,2.989177364,5.203548481,3.912728014,1.645360648,4.24,4.926745377,2.824543151,5.069466298,4.320758719,2.983752824,3.41,3.957973142
4.51E+00,3.184931044,3.332853869,5.11,3.87,3.964509941,2.93,3.02546544,4.569493577,3.445487553,2.982685587,5.05,3.689067483,6.008135759,3.86,4.60046738,3.253528086,2.938762967,4.323376698,4.971158574,1.696893149,3.352914704,2.998924239,3.267317307,3.228183392,3.32509264
4.52E+00,3.32,3.33649213,5.858529981,3.83,4.45,3.589887206,3.7,4.73,5.320740909,2.570924086,4.091838615,5.205783742,5.048504672,4.505002149,4.396408889,4.147817442,2.49,4.244954121,4.17527825,2.114749954,3.673071694,3.380301117,2.21,3.12616076,3.412149183
4.53E+00,2.816846948,3.17,5.924145732,3.415529436,4.43,3.713465914,4.647830846,4.68,4.63,4.169862548,4.83,4.062640226,4.154130025,4.809902229,3.440844727,2.382654331,2.397912152,3.555613832,4.794179256,2.006822614,5.061072973,2.97,0.823,3.93855403,3.685584167
4.54E+00,3.46,3.547222242,4.815009582,3.74,4.726660727,3,4.149740704,4.62,5.18524627,2.448612324,4.72,4.18,5.693892331,4.278013135,4.542664365,3.1,2.592086838,4.23,5.036408032,2.3,4.02,3.621278314,0.491130978,3.066545668,2.689701841
4.55E+00,3.61,3.08,4.447175909,3.592094188,5.359405739,3.436017385,4.054225291,4.403795964,3.740455283,2.599590391,4.62,4.585879386,5.484097738,3.802143815,5.218865678,3.643190015,2.35,4.23,4.790738929,2.501624846,3.96,2.386396675,1.52,4.09278683,3.837791664
4.56E+00,4.213298407,3.07,4.453215727,3.67,3.931321746,3.316218206,4.225578986,4.756899085,3.68288322,3.870867309,4.900527743,4.515085043,5.403637301,3.78,4.628543231,2.518237949,3.100144805,4.03,4.55,3.13081804,3.023527602,3.297417628,1.357929417,3.29,3.540120427
4.57E+00,3.780496537,3.04,5.173882701,3.64,4.96473151,3.825139356,5.738216035,4.48,4.250713959,2.670197945,5.377438035,4.042457811,4.433537619,4.023151821,3.185927871,2.402641191,2.119615002,3.913132542,3.976301844,1.510160537,3.009375005,2.72,1.869116049,2.869808189,3.345872016
4.58E+00,4.850404731,3.02,4.73,3.6,3.772615569,2.740473332,5.97791467,4.608345541,4.39,4.5304059,4.32,4.189814,4.211513898,3.76,4.12,2.853525411,1.466558879,3.36893539,4.951178405,1.968248133,4.455777724,2.776575267,3.626398795,3.28,3.45
4.59E+00,4.331901239,3.29,4.433920341,2.649116222,3.910040865,2.427063036,5.154903982,4.107887853,4.33,3.796519854,3.922441993,5.674470126,4.796706672,3.75,4.08,2.81,2.175852542,4.02,4.554505088,1.97,3.76,2.499880213,3.504664004,2.89,3.353810881
4.60E+00,3.477021588,3.557503268,4.215104976,3.53,4.924564877,3.193875775,5.05,4.36,4.405476882,2.46,4.826184132,5.562140293,3.668472213,3.75,4.981851564,4.270387048,1.21586905,3.924145453,4.993050463,2.662751324,2.950741409,2.316662466,3.715575862,3.17,4.19
4.61E+00,4.159311363,2.866958043,5.157672695,3.499192867,3.431799339,2.39,4.94,4.052450412,4.2,2.880700525,4.04,5.5,4.42,4.53343197,4.743414201,3.363183433,2.165771282,4.04,4.24,3.66,3.941267291,2.58,2.69,2.518432349,4.016816503
4.62E+00,3.98,3.64,3.580963151,3.108033123,3.649342876,0.810881514,5.55446512,5.141835349,4.347053398,1.96,3.95,5.6,4.34,3.521961822,3.419225089,4.080702355,1.634421207,4.583432996,4.237707389,3.79,3.63,3.125008889,3.220151954,2.617731211,4.26
4.63E+00,3.92,4.41262732,3.722933665,4.376653467,4.688432329,2.665656711,4.000203235,4.866423915,3.447877997,2,3.433056003,5.57,3.320743019,3.75,3.88,2.94,1.88187928,3.283807802,3.81658703,3.67,3.6,2.048346853,2.65383115,2.91,4.820597664
4.64E+00,2.854712004,4.158528163,4.51,3.39,3.065196063,1.586930193,4.874614982,3.72496325,4.01,2.17083806,3.79,5.43,4.2,3.76,4.589066427,2.504401554,2.148984856,4.09,3.784477216,3.59,4.542929472,2.586738039,2.777324572,2.210295942,4.779837159
4.65E+00,2.87943533,4.033452224,5.095223349,4.270996885,3.74,1.362343191,4.67,5.019159888,3.490689851,0.88526719,3.97408338,5.3,3.38890057,4.110030576,4.676520026,3.37,1.673066884,4.902177614,4.05,3.675953955,3.54,2.4,2.998936273,2.304594909,3.416828841
4.66E+00,2.838810313,3.824208528,3.968300966,3.33,3.577204991,1.567042587,5.439725891,4.18,4.606196779,1.45,3.63,5.17,4.07,3.17,3.7,3.68,1.78,4.13,4.251531657,3.69,3.51,3.029681944,2.58,2.67,3.58
4.67E+00,3.152779191,2.676451917,4.43,3.062121094,3.59,3.197181713,5.426518835,4.16,3.127587535,1.46,3.56,4.949860812,4.01,3.53616132,4.090298606,3.46202326,1.75,4.07,2.976213029,4.292327873,3.850712999,2.367282012,2.56,2.107581102,3.83
4.68E+00,3.32,2.69214512,4.426946496,3.721440259,2.917014273,2.9,4.5,3.959565112,3.469128927,1.68,3.49,5.512960213,4.346526796,3.61,3.014033719,3.570719922,1.71,3.95,3.93,5.408772083,4.230688668,1.477448778,2.286356797,4.18,3.125540977
4.69E+00,3.68,2.557964717,4.31,3.226212684,3.45,3.84188232,4.698904656,4.13,3.69,1.945540371,2.846354206,5.213969458,3.89,4.454702412,4.198181547,4.96801365,1.09552014,4.740020408,3.89,5.001506737,3.45,2.23,2.364948831,4.54534569,3.682463816
4.70E+00,3.96,3.741357456,4.27,3.53,3.005931109,3.09,4.552121745,3.158521189,3.85,2.450984276,2.378770627,4.96,4.092194913,3.39,3.49,4.82,1.65,3.72,3.033105289,3.54794123,3.353992374,2.19,3.418430134,4.07,4.861371567
4.71E+00,3.85,3.322483614,4.035537464,2.640993022,4.087119843,2.89,4.728004393,4.155937592,3.724306678,3.3,3.3,5.3207649,3.79,2.315481763,3.44,4.97,1.031564451,2.719810187,2.93481207,4.294671773,3.369444232,2.16,5.952027608,4.02,4.17
4.72E+00,3.444455813,4.084812845,3.152509534,3.53,3.749214725,3.581175926,3.097819874,4.1,3.76,3.86,4.147231345,5.570387667,3.74,3.19,3.4,4.937184016,2.220622336,3.466898069,3.66,3.843160017,3.847599137,3.162326164,6.887742911,4.57648055,3.200039566
4.73E+00,3.77,3.22,3.220436039,4.328862474,3.22,3.27,4.384542202,4.127660871,4.045997303,4.02,3.19,3.959755418,3.436026793,3.1,3.36,3.786969331,2.132627967,3.75,4.154972117,3.78,4.11226681,2.773566594,5.9,4.586728474,3.080293286
4.74E+00,3.74,2.75,4.699887575,3.47,2.9605604,4.386984918,4.763810417,4.252811926,4.381913123,3.98,3.794988564,4.84,3.66,3,3.26,4.594191007,1.52,4.98916584,3.52,4.332584416,2.74383416,2.11,4.87504115,5.309442886,3.61
4.75E+00,4.446974935,2.33,3.009522045,4.254242707,3.025916325,3.87,3.164704181,4.777223461,2.879897115,4.491074999,3.416326842,4.204377012,3.62,2.91,3.24,4.44,0.632569569,3.677067017,2.968899446,4.527966124,2.63467845,1.829222336,5.67,5.989967677,3.026159762
4.76E+00,2.608862582,1.585074326,3.036735788,4.814934945,3.61607887,4.573807969,3.919227474,4.08,3.5,4.283930297,3.05,4.100291046,3.59,2.82,3.961543077,4.62,1.45,5.052486333,3.39,5.295698484,2.374693541,1.27087331,6.124432297,4.247246614,3.983346436
4.77E+00,3.43,2.986933866,3.77,3.88,3.920070912,4.157571913,3.914931001,4.655978777,3.677292852,3.181958791,3.477743255,4.89,3.179668872,3.310999107,2.763183634,5.57242008,0.66245614,4.154337572,3.33,4.32,3.26,2,3.343668929,4.016466414,2.540206666
4.78E+00,2.532459715,1.530954558,4.39174431,3.933673785,3,4.404182079,3.343704824,4.753678183,2.861167387,3.64,2.98,4.87,4.040891559,2.930301358,3.082268521,4.38189769,1.4,3.401927623,3.27,3.290125637,3.2,2.10887671,4.66,5.246656954,2.903104383
4.79E+00,4.377647749,2.596170055,4.360397755,3.7,3.557396627,3.82,4.259339004,3.877381513,3.262305545,3.99,2.94,4.78,4.324991802,2.58,2.99,4.71,1.36,3.69804954,3.22,5.121102621,3.802189148,1.252588996,3.910629215,4.056759603,3.825626928
