minute_utc,PSD_30_45_mean,PSD_30_45_int
2025-07-05 05:23:00,1.8007257525475863e-22,2.7003338398483724e-21
2025-07-05 05:24:00,3.5104297325564365e-23,5.264185063754165e-22
2025-07-05 05:25:00,6.048338493705571e-24,9.068864212287871e-23
2025-07-05 05:27:00,4.503589755838142e-24,6.753522477989e-23
2025-07-05 05:28:00,5.251372118775245e-24,7.874746369745484e-23
2025-07-05 05:30:00,5.071176788492302e-23,7.604231928824503e-22
2025-07-05 05:31:00,1.5956806101556228e-23,2.3912786742658686e-22
2025-07-05 05:32:00,5.1025330049771896e-24,7.64876053399877e-23
2025-07-05 05:34:00,5.45704738987772e-24,8.177926429927994e-23
2025-07-05 05:35:00,5.0410959888389215e-24,7.558631250802728e-23
2025-07-05 05:36:00,2.7396397957911364e-23,4.108195415680531e-22
2025-07-05 05:38:00,1.8040497593384092e-23,2.7042669908256924e-22
2025-07-05 05:39:00,4.704183265034565e-24,7.038979412575549e-23
2025-07-05 05:40:00,2.9998890566983473e-23,4.498321708197024e-22
2025-07-05 05:42:00,1.536931817511625e-23,2.304350839374486e-22
2025-07-05 05:43:00,8.440145889141304e-23,1.2653909339065546e-21
2025-07-05 05:45:00,3.869459337736513e-23,5.798859134854119e-22
2025-07-05 05:46:00,6.59973133955706e-23,9.894924129296342e-22
2025-07-05 05:47:00,1.9202021807827387e-23,2.876422452592851e-22
2025-07-05 05:49:00,1.7267575569068317e-23,2.5830879665824806e-22
2025-07-05 05:50:00,2.7994266301462496e-23,4.1950927384891113e-22
2025-07-05 05:51:00,3.370678246697388e-23,5.054685071378431e-22
2025-07-05 05:53:00,1.3865547193921592e-23,2.073780688789004e-22
2025-07-05 05:54:00,5.7063222794365205e-24,8.550260579276203e-23
2025-07-05 05:55:00,2.0132408664183387e-23,3.0161091639949355e-22
2025-07-05 05:57:00,3.5320264488345893e-23,5.294930275678104e-22
2025-07-05 06:01:00,5.017175658285455e-24,7.516460260887483e-23
2025-07-05 06:02:00,1.0003387372294748e-22,1.500088563600277e-21
2025-07-05 06:04:00,1.7698591244511367e-23,2.652123589205744e-22
2025-07-05 06:05:00,3.896066646965904e-23,5.841809825634545e-22
2025-07-05 06:06:00,6.138824993484104e-24,9.202334369130375e-23
2025-07-05 06:08:00,3.1390302760968315e-23,4.7058394807217295e-22
2025-07-05 06:09:00,1.8620142647504315e-23,2.791076360105423e-22
2025-07-05 06:10:00,2.273486770305264e-23,3.404564966116829e-22
2025-07-05 06:12:00,5.026356005656393e-24,7.534570433074977e-23
2025-07-05 06:13:00,8.373825284952199e-23,1.2552859537473834e-21
2025-07-05 06:15:00,9.866370111741022e-24,1.4773211398472173e-22
2025-07-05 06:16:00,7.44431518442711e-24,1.1161719476242955e-22
2025-07-05 06:17:00,8.045715473825879e-23,1.2059287804239154e-21
2025-07-05 06:19:00,4.960905686595157e-24,7.437784351557053e-23
2025-07-05 06:20:00,1.94477629646149e-23,2.9158070782047575e-22
2025-07-05 06:21:00,2.5209287108797642e-23,3.77885131418895e-22
2025-07-05 06:23:00,8.2503558852501e-23,1.2369993627593973e-21
2025-07-05 06:24:00,4.23228245303491e-23,6.346566043474166e-22
2025-07-05 06:25:00,3.1780826672738817e-23,4.752658776940717e-22
2025-07-05 06:27:00,1.5748648896995205e-23,2.359241983959583e-22
2025-07-05 06:28:00,5.649617639886832e-24,8.472219648038296e-23
2025-07-05 06:30:00,1.3294154890746935e-23,1.9934903036912643e-22
2025-07-05 06:31:00,4.035067554775951e-23,6.039775532076084e-22
2025-07-05 06:32:00,1.9139652732015157e-23,2.86773236465108e-22
2025-07-05 06:34:00,4.4100497861156964e-23,6.608767252817486e-22
2025-07-05 06:35:00,2.0073594727288215e-23,3.008933294812443e-22
2025-07-05 06:36:00,5.740372399303617e-24,8.604022661204708e-23
2025-07-05 06:38:00,3.292571628566638e-23,4.935372792077265e-22
2025-07-05 06:39:00,2.8189525231583396e-23,4.227214882094199e-22
2025-07-05 06:40:00,4.868246436878632e-24,7.300297955910663e-23
2025-07-05 06:42:00,5.34408854244937e-24,8.011545660386537e-23
2025-07-05 06:43:00,4.567352812980482e-24,6.847522473135231e-23
2025-07-05 06:45:00,5.110358834770661e-24,7.65573479209024e-23
2025-07-05 06:46:00,4.7610112345732474e-23,7.129152547278739e-22
2025-07-05 06:47:00,3.7118942905123035e-23,5.5653129518259e-22
2025-07-05 06:49:00,8.95273395855301e-23,1.341311710972802e-21
2025-07-05 06:50:00,5.489538659128545e-23,8.226297593546336e-22
2025-07-05 06:51:00,5.361995216725202e-23,8.033311393838147e-22
2025-07-05 06:53:00,1.8656366884935116e-23,2.796684808235201e-22
2025-07-05 06:54:00,2.7593449811133124e-23,4.136221122369012e-22
2025-07-05 06:55:00,3.7382358878764855e-23,5.598702257236339e-22
2025-07-05 06:57:00,8.837186992181632e-23,1.3233125171289576e-21
2025-07-05 07:01:00,6.761067280961795e-23,1.0122610304283973e-21
2025-07-05 07:02:00,4.9576230368215554e-24,7.430661476104627e-23
2025-07-05 07:04:00,5.248346263704305e-24,7.868202425152928e-23
2025-07-05 07:05:00,4.904790146330935e-24,7.353770312351584e-23
2025-07-05 07:06:00,1.2167857091806068e-23,1.824670011210571e-22
2025-07-05 07:08:00,2.0200578777424405e-23,3.0254401613968624e-22
2025-07-05 07:09:00,8.003910172397965e-24,1.1995470990891986e-22
2025-07-05 07:10:00,1.470522357272803e-23,2.2049017054849595e-22
2025-07-05 07:12:00,1.2727160796926054e-22,1.9077324617273495e-21
2025-07-05 07:13:00,5.899070178922486e-23,8.845814195424313e-22
2025-07-05 07:15:00,3.7399321435083616e-23,5.606150453255153e-22
2025-07-05 07:16:00,4.889503418816678e-23,7.3249965154909525e-22
2025-07-05 07:17:00,4.57458926409798e-24,6.859658735096776e-23
2025-07-05 07:19:00,3.7939848411060967e-23,5.687670387329087e-22
2025-07-05 07:20:00,7.100694121392252e-23,1.0648095251841729e-21
2025-07-05 07:21:00,1.0922401937805814e-22,1.6326416171024947e-21
2025-07-05 07:23:00,9.596912480980156e-23,1.438205200585392e-21
2025-07-05 07:24:00,5.3071036050109945e-24,7.946181759109498e-23
2025-07-05 07:25:00,2.681459020753436e-23,4.0198380508896545e-22
2025-07-05 07:27:00,1.5417682067936863e-23,2.311975021147171e-22
2025-07-05 07:28:00,1.0884071142632302e-23,1.6316776274490407e-22
2025-07-05 07:30:00,1.9289618563442617e-22,2.8922992339659446e-21
2025-07-05 07:31:00,8.010476533517614e-23,1.2011935194824067e-21
2025-07-05 07:32:00,1.1772266430070748e-23,1.7637008378599448e-22
2025-07-05 07:34:00,5.496949557710254e-23,8.235014955720204e-22
2025-07-05 07:35:00,1.4352195724477182e-22,2.1514728298956074e-21
2025-07-05 07:36:00,8.021789362422827e-23,1.2029477804618189e-21
2025-07-05 07:38:00,7.427827505710619e-24,1.1138080273843587e-22
2025-07-05 07:39:00,2.7125369559503286e-23,4.065355877771865e-22
2025-07-05 07:40:00,1.396826340958033e-23,2.094329207858006e-22
2025-07-05 07:42:00,9.315743155509975e-23,1.3969061429958415e-21
2025-07-05 07:43:00,1.6263058525116e-23,2.438363659407353e-22
2025-07-05 07:45:00,3.977236032033943e-23,5.956160914774281e-22
2025-07-05 07:46:00,6.4683360507370335e-24,9.697989839418205e-23
2025-07-05 07:47:00,1.4925721703351006e-22,2.2376058198178012e-21
2025-07-05 07:49:00,2.6575060901044547e-23,3.9840576767952983e-22
2025-07-05 07:50:00,5.167116225378025e-24,7.746639425634249e-23
2025-07-05 07:51:00,1.0736701939744124e-22,1.6090027690411348e-21
2025-07-05 07:53:00,1.1122562805944258e-23,1.6666861656063216e-22
2025-07-05 07:54:00,1.6420604972262648e-22,2.460868761974812e-21
2025-07-05 07:55:00,5.005749583900787e-23,7.502288139930001e-22
2025-07-05 07:57:00,1.2670592072990692e-22,1.899666876046939e-21
2025-07-05 08:01:00,4.742483908108849e-23,7.1116362636225455e-22
2025-07-05 08:02:00,5.600044911384798e-23,8.39016944054457e-22
2025-07-05 08:04:00,9.363695070311897e-23,1.4042018407701187e-21
2025-07-05 08:05:00,1.0482983995289578e-23,1.5716535948608445e-22
2025-07-05 08:06:00,2.403552204096625e-22,3.603307879969788e-21
2025-07-05 08:08:00,6.988047767161553e-23,1.0472926124727806e-21
2025-07-05 08:09:00,1.5259278017637625e-22,2.283848174694628e-21
2025-07-05 08:10:00,1.7464945708923035e-23,2.617959411460113e-22
2025-07-05 08:12:00,1.2126106064867584e-23,1.8008676963394843e-22
2025-07-05 08:13:00,2.191132740180507e-23,3.2858842994912192e-22
2025-07-05 08:15:00,5.638663741387785e-23,8.431536673930047e-22
2025-07-05 08:16:00,2.9428937766396e-23,4.410069601497212e-22
2025-07-05 08:17:00,6.625849891462496e-23,9.919013328788925e-22
2025-07-05 08:19:00,5.869201845779651e-23,8.79971356753598e-22
2025-07-05 08:20:00,7.823691365012956e-24,1.1691148810393139e-22
2025-07-05 08:21:00,2.7003705686941805e-23,4.0424721368084206e-22
2025-07-05 08:23:00,8.842657457821318e-23,1.3252175355544157e-21
2025-07-05 08:24:00,5.68821720032252e-23,8.520420796810196e-22
2025-07-05 08:25:00,1.6240892788585107e-22,2.431965103232806e-21
2025-07-05 08:27:00,5.990519005069622e-23,8.935967414987312e-22
2025-07-05 08:28:00,3.290682056744796e-23,4.9204519601146005e-22
2025-07-05 08:30:00,2.290306220140732e-23,3.4215110584164733e-22
2025-07-05 08:31:00,7.699362177503845e-23,1.1539704044793905e-21
2025-07-05 08:32:00,5.464174336586508e-24,8.13987016264683e-23
2025-07-05 08:34:00,2.791860962930419e-23,4.1794101350477244e-22
2025-07-05 08:35:00,7.819480355149653e-24,1.1725118719030712e-22
2025-07-05 08:36:00,1.8424475668425856e-23,2.7628128861687094e-22
2025-07-05 08:38:00,2.5819267543343972e-23,3.864454299510928e-22
2025-07-05 08:39:00,1.3838790555690877e-22,2.071560356179552e-21
2025-07-05 08:40:00,5.1415820877758047e-23,7.710151107120024e-22
2025-07-05 08:42:00,5.2892601617106905e-24,7.930924877529625e-23
2025-07-05 08:43:00,5.988000397912323e-24,8.978060771171246e-23
2025-07-05 08:45:00,1.9160660561714258e-23,2.871994052962399e-22
2025-07-05 08:46:00,7.714450066285866e-24,1.1548515506780826e-22
2025-07-05 08:47:00,1.2359217663408734e-22,1.8506017901830643e-21
2025-07-05 08:49:00,1.3781373304077704e-22,2.065015449487282e-21
2025-07-05 08:50:00,1.291923202656153e-23,1.936630843079041e-22
2025-07-05 08:51:00,2.2366209950712133e-23,3.353059279893901e-22
2025-07-05 08:53:00,1.856658429335523e-23,2.781847883043027e-22
2025-07-05 08:54:00,2.793161615195708e-23,4.1875725057188734e-22
2025-07-05 08:55:00,1.687307772446506e-23,2.5292253303626067e-22
2025-07-05 08:57:00,8.033815173188084e-23,1.2046540198144876e-21
2025-07-05 09:01:00,7.410570350984702e-24,1.1113102774435744e-22
2025-07-05 09:02:00,5.2746230180631746e-23,7.9051350522068255e-22
2025-07-05 09:04:00,8.861074652726386e-24,1.321665142519855e-22
2025-07-05 09:05:00,3.9009835276436406e-23,5.84157025128497e-22
2025-07-05 09:06:00,8.005342904449056e-24,1.1992407303708343e-22
2025-07-05 09:08:00,3.684482279984018e-23,5.518938595826778e-22
2025-07-05 09:09:00,9.404599523570812e-24,1.409930206851274e-22
2025-07-05 09:10:00,4.185710944868852e-23,6.276699504507163e-22
2025-07-05 09:12:00,3.930855737700287e-23,5.89462651922012e-22
2025-07-05 09:13:00,1.0425138804084772e-23,1.562786461184232e-22
2025-07-05 09:15:00,2.1117445085772313e-23,3.1647755587564184e-22
2025-07-05 09:16:00,3.7302627104695716e-23,5.590436678375117e-22
2025-07-05 09:17:00,7.323144811650933e-23,1.0980657592231975e-21
2025-07-05 09:19:00,1.519430264480419e-23,2.260803633808499e-22
2025-07-05 09:20:00,1.9547784944204852e-23,2.931375569313587e-22
2025-07-05 09:21:00,1.2464600777284291e-22,1.866703113779705e-21
2025-07-05 09:23:00,1.4155949916746578e-22,2.122651934214088e-21
2025-07-05 09:24:00,7.806362092061057e-24,1.1701469775302004e-22
2025-07-05 09:25:00,7.121079348399454e-24,1.0671428138046724e-22
2025-07-05 09:27:00,7.822458911466921e-23,1.1727459765838693e-21
2025-07-05 09:28:00,1.9269180843821493e-22,2.888522757394168e-21
2025-07-05 09:30:00,5.032455112358992e-23,7.546507011801513e-22
2025-07-05 09:31:00,3.504837264790313e-23,5.255696246523932e-22
2025-07-05 09:32:00,9.739307977798172e-23,1.4578606068494587e-21
2025-07-05 09:34:00,9.804773864573287e-23,1.4700229150440165e-21
2025-07-05 09:35:00,3.500684621297905e-23,5.241166480600895e-22
2025-07-05 09:36:00,5.575728073757389e-23,8.360789981467629e-22
2025-07-05 09:38:00,1.4452258411121216e-22,2.1656211017725805e-21
2025-07-05 09:39:00,1.8839629477352802e-22,2.816828098341708e-21
2025-07-05 09:40:00,1.8623492500222944e-22,2.7865979173318506e-21
2025-07-05 09:42:00,7.315019155521166e-23,1.0956938491284866e-21
2025-07-05 09:43:00,8.802858677723816e-23,1.318815482276508e-21
2025-07-05 09:45:00,2.869479559008106e-23,4.295035919730449e-22
2025-07-05 09:46:00,1.1095675122184057e-22,1.6634708703273606e-21
2025-07-05 09:47:00,8.017060537310572e-23,1.2016828935825338e-21
2025-07-05 09:49:00,4.9762150858029573e-23,7.457365295299877e-22
2025-07-05 09:50:00,1.7088575686269753e-23,2.5612543510208247e-22
2025-07-05 09:51:00,9.719717349169103e-24,1.456754337653165e-22
2025-07-05 09:53:00,2.3181946193851756e-23,3.472990311287539e-22
2025-07-05 09:54:00,3.332052372603224e-23,4.983092733069696e-22
2025-07-05 09:55:00,2.153217872058243e-23,3.2285576079746186e-22
2025-07-05 09:57:00,2.822287883295811e-23,4.231895729931782e-22
2025-07-05 10:01:00,1.0103371082755653e-22,1.514553302372313e-21
2025-07-05 10:02:00,6.799977314121959e-24,1.0194379517264337e-22
2025-07-05 10:04:00,3.387068016300647e-23,5.077299370547483e-22
2025-07-05 10:05:00,5.086587326690999e-23,7.610417393330392e-22
2025-07-05 10:06:00,9.559751621442839e-23,1.4306455787338534e-21
2025-07-05 10:08:00,1.422797014907957e-23,2.1331274497260513e-22
2025-07-05 10:09:00,2.0985670464461416e-22,3.1454717184611703e-21
2025-07-05 10:10:00,1.3147323755781829e-23,1.970793069895954e-22
2025-07-05 10:12:00,6.006763757225407e-24,9.007264336503193e-23
2025-07-05 10:13:00,5.552018092129019e-24,8.325334083789646e-23
2025-07-05 10:15:00,2.392580169681428e-23,3.587118572831943e-22
2025-07-05 10:16:00,3.259259098056434e-23,4.883025971349554e-22
2025-07-05 10:17:00,5.0439608741542905e-23,7.562607875818913e-22
2025-07-05 10:19:00,5.8109993487847815e-24,8.71120820403703e-23
2025-07-05 10:20:00,7.573967717696931e-23,1.1356843954378649e-21
2025-07-05 10:21:00,9.353760511998594e-23,1.4026198901340894e-21
2025-07-05 10:23:00,5.229871259598291e-24,7.840988120940954e-23
2025-07-05 10:24:00,6.1393729607678555e-24,9.20312405283911e-23
2025-07-05 10:25:00,3.761872364064242e-23,5.637493181477913e-22
2025-07-05 10:27:00,5.444225116287147e-24,8.161742691633939e-23
2025-07-05 10:28:00,7.873234870443184e-23,1.1806953268456806e-21
2025-07-05 10:30:00,8.98336014769425e-24,1.345880717792622e-22
2025-07-05 10:31:00,7.135165467050385e-23,1.0698883753863096e-21
2025-07-05 10:32:00,1.576902456119681e-23,2.3647306208512467e-22
2025-07-05 10:34:00,1.0585226416865494e-22,1.5849952634543603e-21
2025-07-05 10:35:00,3.690104659445354e-23,5.533431421434765e-22
2025-07-05 10:36:00,1.2505981436874618e-23,1.8750857431928244e-22
2025-07-05 10:38:00,3.848468361946013e-23,5.767222149185775e-22
2025-07-05 10:39:00,1.1542186334179124e-22,1.7301333630852477e-21
2025-07-05 10:40:00,2.0370235024825398e-23,3.0531578934375507e-22
2025-07-05 10:42:00,2.3560441036671018e-23,3.5310667301316325e-22
2025-07-05 10:43:00,5.0987388857085706e-24,7.643728213562121e-23
2025-07-05 10:45:00,5.703870573456947e-24,8.553248556426741e-23
2025-07-05 10:46:00,6.027245049348066e-24,9.033070518005045e-23
2025-07-05 10:47:00,6.958701575924685e-24,1.0311466283257921e-22
2025-07-05 10:49:00,7.05871388013799e-24,1.0405692199383707e-22
2025-07-05 10:50:00,3.899843213060916e-23,5.796233950978665e-22
2025-07-05 10:51:00,5.998630053941422e-23,8.96032577076888e-22
2025-07-05 10:53:00,1.3174978874868904e-23,1.9574764488413e-22
2025-07-05 10:54:00,6.957568525295141e-23,1.0425410717509685e-21
2025-07-05 10:55:00,1.5700425205964545e-23,2.353088195423707e-22
2025-07-05 10:57:00,1.2184777620862515e-23,1.826977217211156e-22
2025-07-05 11:01:00,4.2786882689232026e-24,6.416431237624251e-23
2025-07-05 11:02:00,7.332022610766545e-24,1.0986478450089643e-22
2025-07-05 11:04:00,1.8269816354905642e-22,2.7388542197111398e-21
2025-07-05 11:05:00,1.9601578433282262e-22,2.939211410561959e-21
2025-07-05 11:06:00,4.3277789573053007e-23,6.489761923765564e-22
2025-07-05 11:08:00,5.400688903109982e-24,8.096736131780312e-23
2025-07-05 11:09:00,5.8352915804394314e-24,8.749281678218353e-23
2025-07-05 11:10:00,5.434377971655773e-24,8.14825681492593e-23
2025-07-05 11:12:00,6.014887848963517e-24,9.013412611284436e-23
2025-07-05 11:13:00,2.4719691428771514e-23,3.6979403082544314e-22
2025-07-05 11:15:00,5.775017615599916e-24,8.659790695356796e-23
2025-07-05 11:16:00,7.791962959664573e-24,1.1683728219342417e-22
2025-07-05 11:17:00,3.2397481191165955e-23,4.857470294008153e-22
2025-07-05 11:19:00,1.0818394778019166e-22,1.6220577485286005e-21
2025-07-05 11:20:00,7.010077007944396e-24,1.0505270322392845e-22
2025-07-05 11:21:00,1.8588928224784734e-23,2.7876087878182895e-22
2025-07-05 11:23:00,4.344885929420462e-23,6.51423724405217e-22
2025-07-05 11:24:00,2.0509792201018293e-23,3.0718141137102466e-22
2025-07-05 11:25:00,1.3620958658984704e-23,2.0424199881549738e-22
2025-07-05 11:27:00,3.991078584909785e-23,5.976056683626175e-22
2025-07-05 11:28:00,2.793059725479533e-23,4.184871544192234e-22
2025-07-05 11:30:00,1.134173931753343e-23,1.6996085196843563e-22
2025-07-05 11:31:00,4.999746084577476e-24,7.497707950066185e-23
2025-07-05 11:32:00,1.0786980341388043e-22,1.6174936418245875e-21
2025-07-05 11:34:00,3.442869810641933e-23,5.162939212362802e-22
2025-07-05 11:35:00,5.49506501205394e-23,8.240348223349216e-22
2025-07-05 11:36:00,4.967522934057204e-24,7.444799907074573e-23
2025-07-05 11:38:00,5.135868134588563e-24,7.700245713398795e-23
2025-07-05 11:39:00,5.384489580668642e-24,8.072696394059762e-23
2025-07-05 11:40:00,5.097420987120492e-22,7.640663976374522e-21
2025-07-05 11:42:00,1.0768476511257128e-23,1.6147261688012274e-22
2025-07-05 11:43:00,1.3389568324463765e-23,2.006450461334015e-22
2025-07-05 11:45:00,2.110228450854117e-23,3.1629713625464996e-22
2025-07-05 11:46:00,5.262687208131069e-24,7.891764483029445e-23
2025-07-05 11:47:00,9.463709943651438e-22,1.4138834125459978e-20
2025-07-05 11:49:00,6.203043190888805e-24,9.295630330037548e-23
2025-07-05 11:50:00,6.245968015393871e-23,9.359488728540273e-22
2025-07-05 11:51:00,5.6570708507641566e-24,8.482264173664924e-23
2025-07-05 11:53:00,2.5998607096206416e-23,3.8981523588961996e-22
2025-07-05 11:54:00,9.062253782606228e-24,1.358721404057144e-22
2025-07-05 11:55:00,4.8585759555874915e-23,7.27904497044832e-22
2025-07-05 11:57:00,7.494635987604728e-24,1.1234400084865605e-22
2025-07-05 12:01:00,5.992426656031243e-23,8.982071804976696e-22
2025-07-05 12:02:00,8.498943998624576e-24,1.273527507582961e-22
2025-07-05 12:04:00,2.944882501349241e-23,4.415615937115013e-22
2025-07-05 12:05:00,4.941363308046726e-24,7.406941897878563e-23
2025-07-05 12:06:00,2.3895326140080265e-23,3.5826269066385597e-22
2025-07-05 12:08:00,1.213673214443449e-23,1.8198977933272408e-22
2025-07-05 12:09:00,3.742975210159526e-23,5.612035334655923e-22
2025-07-05 12:10:00,4.931857565596472e-24,7.394344761501057e-23
2025-07-05 12:12:00,2.039269633853517e-23,3.0578918456441903e-22
2025-07-05 12:13:00,3.645102880471611e-23,5.466027768037058e-22
2025-07-05 12:15:00,4.764661578202663e-24,7.143890291671415e-23
