area,equivalent_diameter,centroid-0,centroid-1
10065.0,113.20404594253428,583.6851465474416,2445.272528564332
10953.0,118.09230598766474,1135.0236464895463,2318.8818588514564
11987.0,123.54077230914656,2141.442395928923,1299.1690998581796
10403.0,115.08914364039684,2473.7875612804,262.0667115255215
