area,equivalent_diameter,d_eq_px
183.0,15.26443044094783,15.26443044094783
142.0,13.446189622059965,13.446189622059965
79.0,10.02925341359355,10.02925341359355
320.0,20.185060176161283,20.185060176161283
118.0,12.257335203001883,12.257335203001883
275.0,18.712051592547777,18.712051592547777
743.0,30.757389059187485,30.757389059187485
152.0,13.911592676604096,13.911592676604096
188.0,15.471555655790098,15.471555655790098
103.0,11.451797811161432,11.451797811161432
419.0,23.09734550211416,23.09734550211416
68.0,9.304852983362556,9.304852983362556
641.0,28.568278705151968,28.568278705151968
105.0,11.562445770562215,11.562445770562215
428.0,23.34408972623798,23.34408972623798
84.0,10.341765891652821,10.341765891652821
58.0,8.593479713983122,8.593479713983122
169.0,14.668929172241665,14.668929172241665
241.0,17.517155313611116,17.517155313611116
129.0,12.815923738491737,12.815923738491737
133.0,13.013103375051497,13.013103375051497
679.0,29.40288507740653,29.40288507740653
79.0,10.02925341359355,10.02925341359355
105.0,11.562445770562215,11.562445770562215
171.0,14.755472278097805,14.755472278097805
161.0,14.317526556719258,14.317526556719258
86.0,10.464157913908982,10.464157913908982
164.0,14.450303987687134,14.450303987687134
81.0,10.155412503859614,10.155412503859614
85.0,10.403141895720198,10.403141895720198
157.0,14.138550439257221,14.138550439257221
136.0,13.159049284959082,13.159049284959082
102.0,11.396070970426017,11.396070970426017
110.0,11.834540545406394,11.834540545406394
157.0,14.138550439257221,14.138550439257221
387.0,22.197831060995757,22.197831060995757
69.0,9.373021315815206,9.373021315815206
281.0,18.91508160359296,18.91508160359296
385.0,22.140398025397776,22.140398025397776
55.0,8.368283871884005,8.368283871884005
239.0,17.44431859350499,17.44431859350499
337.0,20.71428798138497,20.71428798138497
128.0,12.766152972845846,12.766152972845846
402.0,22.623931952327283,22.623931952327283
83.0,10.280023453913834,10.280023453913834
44.0,7.48482063701911,7.48482063701911
631.0,28.34456125481373,28.34456125481373
444.0,23.77642441290137,23.77642441290137
504.0,25.332049473868512,25.332049473868512
